lang,libro,capitulo,versiculo,texto
ncx,apocalipsis,14,10,noijki konis vino tlen kipia ikualanilis toTajtsin Dios. Non vino amitlaj iuan nelitok uan toTajtsin Dios kitekas itech copa kanin kitlalis ikualanilis. Akin ijkon kichiuas kitlajyouiltiskej ika tlitl uan azufre inmixpan ángeles yolchipauakej uan ixpan Ichkatsin.
es,apocalipsis,14,10,"también beberá del vino de la furia de Dios, servido sin diluir en la copa de su ira, y será atormentado con fuego y azufre a la vista de los santos ángeles y a la vista del Cordero."
ncx,apocalipsis,14,11,"Amo keman tlamis ipokyo tlitl tlen kintlajyouiltis. Akinmej kiueyichiuaj yolkatl temomojti, kiueyichiuaj iimagen uan akinmej kiseliaj marca tlen kipia itoka amo moseuiskej tlajka nion youak."
es,apocalipsis,14,11,El humo de su tormento subirá para siempre jamás. Y los que adoran a la bestia salvaje y a su imagen y los que reciben la marca de su nombre no tendrán descanso ni de día ni de noche.
ncx,apocalipsis,14,12,Ikinon akinmej yolchipauakej moneki tlaxikoskej. Yejuan kintlakamatij itlanauatiluan toTajtsin Dios uan kineltokaj Jesús”.
es,apocalipsis,14,12,Por eso los santos —los que obedecen los mandamientos de Dios y se aferran a la fe en Jesús— necesitan tener aguante”.
ncx,apocalipsis,14,13,Noijki onikkak ikaj otlajto iluikak uan okijtouaya: “Xikijkuilo nin: ‘Desde axkan pakiskej idíscipulos toTeko tlen ixpoliuiskej. Espíritu kijtoua ayakmo matekipanokan uan mamoseuikan porque amo moilkauas tlen okichijkej’”.
es,apocalipsis,14,13,"Y oí una voz que venía del cielo y decía: “Escribe esto: ‘Felices los muertos que mueren en unión con el Señor a partir de ahora; sí, dice el espíritu, que descansen de sus agotadoras tareas, pues las cosas que hicieron van con ellos’”."
ncx,apocalipsis,14,14,Ijkuakon onikitak se mixtli istak uan onikitak ikaj okatka ipan mixtli tlen omotaya ken se ikone tlakatl. Okipiaya se corona ipan itsonteko uan okikitskijtoka se tepostli tlateki.
es,apocalipsis,14,14,"Entonces vi una nube blanca, y había alguien parecido a un hijo del hombre sentado en la nube; llevaba una corona de oro en la cabeza y una hoz afilada en la mano."
ncx,apocalipsis,14,15,Okse ángel oualkiski itech templo uan chikauak okilui akin okatka ipan mixtli: “Xikonana motepos uan xikteki trigo porque yochikauak uan yoajsik hora kololoskej”.
es,apocalipsis,14,15,"Otro ángel salió del santuario del templo y le gritó con voz fuerte al que estaba sentado en la nube: “¡Comienza a usar la hoz y cosecha, que ha llegado la hora de cosechar, porque la cosecha de la tierra está totalmente madura!”."
ncx,apocalipsis,14,16,Akin okatka ipan mixtli okikalaki tepostli ijtik tlaltikpak uan okololo tlen otlaki.
es,apocalipsis,14,16,"Y el que estaba sentado en la nube metió la hoz en la tierra, y la tierra fue cosechada."
ncx,apocalipsis,14,17,Okse ángel oualkiski itech templo tlen kajki iluikak. Ye noijki okipiaya se tepostli tlateki.
es,apocalipsis,14,17,Otro ángel salió del santuario del templo que está en el cielo; él también tenía una hoz afilada.
ncx,apocalipsis,14,18,Okse ángel oualkiski itech altar uan ye okinauatiaya tlitl. Ye chikauak okilui akin okipiaya tepostli tlateki: “Xikonana motepos tlateki uan xikteki itlakilo uvajkouitl tlen kajki tlaltikpak porque uva yochikauak”.
es,apocalipsis,14,18,"Y del altar salió otro ángel más, que tenía autoridad sobre el fuego. Y, gritando con voz fuerte, le dijo al que tenía la hoz afilada: “¡Comienza a usar la hoz afilada y recoge los racimos de la vid de la tierra, porque sus uvas ya están maduras!”."
ncx,apocalipsis,14,19,Ángel okikalaki tepostli ijtik tlaltikpak uan okiteki uvas ipan tlaltikpak. Okitlamotlak kanin kipatskaj uvas tlen kineskayotia ikualanilis toTajtsin Dios.
es,apocalipsis,14,19,"El ángel metió la hoz en la tierra y cortó la vid de la tierra, y la arrojó en el gran lagar de la furia de Dios."
ncx,apocalipsis,14,20,Caballos otlajtlaksakej ipan uvas itempa altepetl. Kanin okipatskakej uvas okiski estli tlen oajsiaya hasta itech infrenos caballos uan estli omonokijtiaj kanaj 300 kilómetros.
es,apocalipsis,14,20,"La vid se pisó fuera de la ciudad, y salió sangre del lagar hasta la altura de los frenos de los caballos por una distancia de 1.600 estadios."
ncx,apocalipsis,15,1,Itech iluikak onikitak okse ueyi milagro tetlajtlachialti: chikome ángeles okiualikayaj chikome chauistli. Ninmej saiktlami chauistli ika tlamis ikualanilis toTajtsin Dios.
es,apocalipsis,15,1,"Vi en el cielo otra señal, grande y maravillosa: siete ángeles con siete plagas. Estas son las últimas, porque por medio de ellas la furia de Dios llegará a su fin."
ncx,apocalipsis,15,2,"Noijki onikitak itlaj ken mar de vidrio tlen onelitoka iuan tlitl. Onikinmitak akinmej okitlanilijkej yolkatl temomojti, iimagen uan número tlen kipia itoka. Yejuan omoketokaj itempa mar de vidrio uan okinkitskijtokaj iarpas toTajtsin Dios."
es,apocalipsis,15,2,"También vi algo que parecía un mar de vidrio mezclado con fuego y a los que habían vencido a la bestia salvaje, a su imagen y al número de su nombre. Estos estaban de pie al lado del mar de vidrio; tenían en las manos arpas de Dios."
ncx,apocalipsis,15,3,"Yejuan otlakuikatokaj itlakuikal Moisés, itlakeual toTajtsin Dios uan itlakuikal Ichkatsin. Okijtouayaj: “ToTajtsin Dios Jehová akin tikpia nochi chikaualistli, tlen otikchijchi sapanoua uejueyij uan tetlajtlachialti. Te tiTekiua tlen nochipa tiyoltok, kuali nochi tlen tikchiua uan tikijtoua tlen melauak."
es,apocalipsis,15,3,"Estaban cantando la canción de Moisés, el esclavo de Dios, y la canción del Cordero. Decían: “Grandes y maravillosas son tus obras, Jehová Dios, el Todopoderoso. Justos y verdaderos son tus caminos, Rey de la eternidad."
ncx,apocalipsis,15,4,"Jehová, ¿akin amo mitsmauilis? ¿Akin amo kiueyichiuas motoka? San te amo keman titekaua. Monauak uitsej nochtin akinmej chantij itech altepemej uan mitsueyichiuaskej porque yejuan kitaj kuali titlaixkomaka”."
es,apocalipsis,15,4,"Jehová, ¿quién no te temerá? ¿Quién no glorificará tu nombre? Es que solo tú eres leal. Todas las naciones vendrán ante ti y te adorarán porque tus justos decretos han sido revelados”."
ncx,apocalipsis,15,5,"Satepan ijkuak ijkon opanok, onikitak itech iluikak omotlapo kanin santo itech tabernáculo."
es,apocalipsis,15,5,"Después de esto vi que se abrió en el cielo el santuario de la tienda del Testimonio,"
ncx,apocalipsis,15,6,Kanin santo okiskej chikome ángeles tlen okiualikayaj chikome chauistli. Yejuan otlakentokaj ika lino chipauak tlen opetlaniaya. Noijki oelpanilpitokaj ika oro.
es,apocalipsis,15,6,"y del santuario salieron los siete ángeles con las siete plagas. Iban vestidos de lino limpio y resplandeciente, y llevaban bandas de oro ceñidas a la altura del pecho."
ncx,apocalipsis,15,7,Se querubín okinmakak chikome ángeles chikome tazones de oro. Nonmej tazones otentokaj ika ikualanilis toTajtsin Dios tlen nochipa yoltok.
es,apocalipsis,15,7,"Uno de los cuatro seres vivientes les dio a los siete ángeles siete tazones de oro que estaban llenos de la furia de Dios, quien vive para siempre jamás."
ncx,apocalipsis,15,8,Kanin santo otlapoktenki por iueyitilis toTajtsin Dios uan por ichikaualis. Amikaj ueli okalakiaya kanin santo hasta ijkuak tlamiskiaj chikome chauistli tlen okinpiayaj chikome ángeles.
es,apocalipsis,15,8,Y el santuario se llenó de humo por causa de la gloria de Dios y por causa de su poder. Nadie podía entrar en el santuario hasta que terminaran las siete plagas de los siete ángeles.
ncx,apocalipsis,16,1,Ijkuakon onikkak ikaj chikauak otlajtouaya kanin kajki santo uan okinmiluiaya chikome ángeles: “Xiakan uan xiknokikan ipan tlaltikpak chikome tazones tlen kipiaj ikualanilis toTajtsin Dios”.
es,apocalipsis,16,1,Entonces oí una voz fuerte que venía del santuario y les decía a los siete ángeles: “Vayan y derramen en la tierra los siete tazones de la furia de Dios”.
ncx,apocalipsis,16,2,"Achto ángel oyajki uan okinoki itazón ipan tlaltikpak. Akinmej okipiayaj imarca yolkatl temomojti uan okiueyichiuayaj iimagen, otlajyouijkej porque otemalkisayaj uan amo opajtiayaj."
es,apocalipsis,16,2,El primer ángel se fue y derramó su tazón en la tierra. Y una úlcera dolorosa y maligna hizo sufrir a las personas que tenían la marca de la bestia salvaje y que adoraban a su imagen.
ncx,apocalipsis,16,3,Ángel ome okinoki itazón ijtik mar. Mar omokopki estli ken ieso akin kimiktiaj uan omiki nochi tlen yoltok ijtik mar.
es,apocalipsis,16,3,"El segundo ángel derramó su tazón en el mar. Y este se convirtió en sangre como la de un muerto, y murieron todos los seres vivos, los que había en el mar."
ncx,apocalipsis,16,4,Ángel eyi okinoki itazón ijtik aueyatl uan kanin meya atl. Nochi atl omokopki estli.
es,apocalipsis,16,4,El tercer ángel derramó su tazón en los ríos y en los manantiales. Y estos se convirtieron en sangre.
ncx,apocalipsis,16,5,"Ijkuakon onikkak ángel tlen kinauatia atl, okijto: “Te amo keman titekaua, axkan tika uan yotikatka. Te tiyolkuali porque otikijto mapano nin tlamantli."
es,apocalipsis,16,5,"Entonces oí al ángel de las aguas decir: “Tú —aquel que es y que era, el Leal— eres justo porque has dictado estas sentencias."
ncx,apocalipsis,16,6,Yejuan okinokijkej inmieso akinmej yolchipauakej uan profetas ikinon otikinmakak makonikan estli porque kinnamiki”.
es,apocalipsis,16,6,"Como ellos derramaron la sangre de los santos y de los profetas, tú les has dado de beber sangre. Se lo merecen”."
ncx,apocalipsis,16,7,"Noijki onikkak ikaj otlajto kanin kajki altar uan okijto: “ToTajtsin Dios Jehová te tikpia nochi chikaualistli, melauak titlaixkomaka uan kuali tikchiua”."
es,apocalipsis,16,7,"Y oí al altar decir: “Sí, Jehová Dios, el Todopoderoso, verdaderas y justas son tus sentencias”."
ncx,apocalipsis,16,8,Ángel naui okinoki itazón ipan tonaltsin uan tonaltsin okikauilijkej makintlati akinmej chantij tlaltikpak.
es,apocalipsis,16,8,El cuarto ángel derramó su tazón en el sol. Y al sol se le permitió quemar con fuego a la gente.
ncx,apocalipsis,16,9,Yejuan otlatlakej ika chikauak totonik pero okiuijuikaltijkej itoka toTajtsin Dios uan amo omoyolkopkej. Amo okiueyichijkej toTajtsin Dios akin kipia chikaualistli para kichiuas mapano nochi non chauistli.
es,apocalipsis,16,9,Y el intenso calor quemó a la gente. Pero blasfemaron contra el nombre de Dios —quien tiene la autoridad sobre estas plagas— y no se arrepintieron ni le dieron gloria.
ncx,apocalipsis,16,10,Ángel makuili okinoki itazón ipan itrono yolkatl temomojti. Nochi tlen okinauatiaya otlileuak. Akinmej chantij tlaltikpak omonenepiltetexouayaj porque otlajyouiayaj.
es,apocalipsis,16,10,"El quinto ángel derramó su tazón sobre el trono de la bestia salvaje. Y su reino se oscureció. La gente empezó a morderse la lengua de dolor,"
ncx,apocalipsis,16,11,Pero okiuijuikaltijkej toTajtsin Dios tlen iaxka iluikak porque otlajyouiayaj uan otemalkisayaj. Amo omoyolkopkej uan amo okikajkej tlen okichiuayaj.
es,apocalipsis,16,11,"pero blasfemaron contra el Dios del cielo debido a los dolores y a las úlceras, y no se arrepintieron de sus obras."
ncx,apocalipsis,16,12,Ángel chikuase okinoki itazón ijtik aueyatl Éufrates. Atl ouaki para kinyektlaliliskej inmiojui tekiuajkej tlen oualayaj kanin kisa tonaltsin.
es,apocalipsis,16,12,El sexto ángel derramó su tazón en el gran río Éufrates. Y sus aguas se secaron para prepararles el camino a los reyes que venían del nacimiento del sol.
ncx,apocalipsis,16,13,"Noijki onikinmitak eyi espíritus sokiojkej tlen omotayaj ken kalamej. Yejuan okisayaj ikamak dragón, ikamak yolkatl temomojti uan ikamak profeta tekajkaya."
es,apocalipsis,16,13,"Y vi tres mensajes inspirados impuros parecidos a ranas salir de la boca del dragón, de la boca de la bestia salvaje y de la boca del falso profeta."
ncx,apocalipsis,16,14,Ejekamej kintitlanij nonmej espíritus uan ipan nochi tlaltikpak tekiuajkej kinkakij nonmej espíritus. Espíritus kinchiuaj milagros para kinnechikoskej tekiuajkej ijkuak mochiuas guerra itech iueyi tonal toTajtsin Dios tlen kipia nochi chikaualistli.
es,apocalipsis,16,14,"De hecho, son mensajes inspirados por demonios y realizan señales; se dirigen a los reyes de toda la tierra habitada con el fin de reunirlos para la guerra del gran día de Dios, el Todopoderoso."
ncx,apocalipsis,16,15,“¡Xikkaki! Niuits ken se ichteki. Paki akin ijsatok uan tlakentok para amo nemis xipetstik uan oksekimej kitaskej uan pinauas”.
es,apocalipsis,16,15,"“¡Escucha! Vengo como un ladrón. Feliz el que se mantiene despierto y con la ropa puesta, para que no ande desnudo y la gente vea su vergüenza”."
ncx,apocalipsis,16,16,Noijki okinnechikojkej tekiuajkej kanin ika hebreo itoka Armagedón.
es,apocalipsis,16,16,Y reunieron a los reyes en el lugar que en hebreo se llama Armagedón.
ncx,apocalipsis,16,17,Ángel chikome okinoki itazón ipan ejekatl. Ijkuakon ikaj chikauak otlajto kanin santo desde kanin kajki trono uan okijto: “¡Yomochi!”.
es,apocalipsis,16,17,"El séptimo ángel derramó su tazón en el aire. Con esto, una voz fuerte salió del santuario, desde el trono, y dijo: “¡Ya está hecho!”."
ncx,apocalipsis,16,18,"Noijki otlapejpetlanki, omokak otlajtouayaj, otlatijtikuinki uan chikauak otlalolinki ken amo keman otlaloliniaya desde ijkuak okichijchijkej tlakatl ipan tlaltikpak. Ijkon sapanoua chikauak otlalolinki."
es,apocalipsis,16,18,"Y hubo relámpagos, voces y truenos, y hubo un gran terremoto como no había sucedido ninguno desde que el hombre llegó a existir en la tierra. Así de extenso y de grande fue el terremoto."
ncx,apocalipsis,16,19,Ueyi altepetl omoxelo eyi partes. Ouetskej altepemej tlen katej ipan nochi tlaltikpak. ToTajtsin Dios okilnamik Ueyi Babilonia para kimakas makoni copa tlen kipia vino uan tentok ika ikualanilis.
es,apocalipsis,16,19,La gran ciudad quedó dividida en tres partes y las ciudades de las naciones se vinieron abajo; y Dios se acordó de Babilonia la Grande para darle la copa del vino del furor de su ira.
ncx,apocalipsis,16,20,Noijki nochi islas oapolakej uan tepemej opolikej.
es,apocalipsis,16,20,"Además, todas las islas huyeron y las montañas desaparecieron."
ncx,apocalipsis,16,21,Desde iluikak ouetski uejueyij tesiuitl inpan akinmej chantij tlaltikpak. Tesiuitl okatka ken uejueyij temej uan sejse okipiaya kanaj 20 kilos. Yejuan okiuijuikaltijkej toTajtsin Dios porque otesiuik uan tesiuitl sapanoua otlaijtlako.
es,apocalipsis,16,21,"Entonces del cielo cayeron sobre la gente grandes piedras de granizo —cada piedra pesaba alrededor de un talento—. Y la gente blasfemó contra Dios debido a la plaga de granizo, ya que la plaga era excepcionalmente grande."
ncx,apocalipsis,17,1,"Se ángel tlen opouiaya inuan chikome ángeles tlen okinpiayaj chikome tazones, ouala uan onechilui: “Xiuiki, nimitsititis ken kixkomakaskej siuatl tlen san monemaka uan motlalia ipan miak atl."
es,apocalipsis,17,1,"Uno de los siete ángeles que tenían los siete tazones vino y me dijo: “Ven, que te voy a mostrar la sentencia contra la gran prostituta que se sienta sobre muchas aguas."
ncx,apocalipsis,17,2,Tekiuajkej tlen katej tlaltikpak oauilnenkej iuan non siuatl. Akinmej chantij tlaltikpak ouintikej ika vino tlen kichiua makinekikan auilnemiskej”.
es,apocalipsis,17,2,"Con ella los reyes de la tierra tuvieron relaciones sexuales inmorales, y los habitantes de la tierra se emborracharon con el vino de su inmoralidad sexual”."
ncx,apocalipsis,17,3,Ika espíritu santo ye onechuikak kanin tlauaki. Ijkuakon onikitak se siuatl okatka ipan se yolkatl temomojti. Non yolkatl okatka chichiltik tlen opetlantoka uan okinpiaya miakej tokayomej tlen kiuijuikaltiaj toTajtsin Dios. Noijki okinpiaya chikome itsontekonuan uan majtlaktli ikuakonuan.
es,apocalipsis,17,3,"Y, por medio del espíritu, él me llevó a un desierto. Entonces vi a una mujer sentada sobre una bestia salvaje de color rojo escarlata que estaba llena de nombres blasfemos y tenía 7 cabezas y 10 cuernos."
ncx,apocalipsis,17,4,"Itlaken siuatl okatka morado uan chichiltik tlen opetlaniaya. Okipiaya miak oro, temej kuajkualtsitsintin uan perlas. Okikitskijtoka se copa de oro tlen otentoka ika miak tlamantli tetlajyalti uan nochi tlen sokio kichiua ijkuak auilnemi."
es,apocalipsis,17,4,"La mujer iba vestida de púrpura y rojo escarlata, y llevaba adornos de oro, piedras preciosas y perlas. Tenía en la mano una copa de oro llena de cosas repugnantes y de las impurezas de su inmoralidad sexual."
ncx,apocalipsis,17,5,Ixkuak oijkuilitoka se tokayotl tlen amikaj okimatiaya: “Ueyi Babilonia inmama akinmej monemakaj uan nochi tlen tetlajyalti onka ipan tlaltikpak”.
es,apocalipsis,17,5,"Llevaba escrito en la frente un nombre, un misterio: “Babilonia la Grande, la madre de las prostitutas y de las cosas repugnantes de la tierra”."
ncx,apocalipsis,17,6,Onikitak siuatl ouintik ika inmieso yolchipauakej uan ika inmieso itestigos Jesús. Sapanoua onimotlajtlachialti ijkuak onikitak.
es,apocalipsis,17,6,"Y vi que la mujer estaba borracha con la sangre de los santos y con la sangre de los testigos de Jesús. Al verla, me quedé totalmente asombrado."
